Campaign_ID,Date,Ad_Type,Clicks,Impressions,Conversions,CTR (Click-Through Rate),Conversion_Rate,Revenue_Created,Cost,Owner,Likes,Dislikes,Fraud,Title
377,2023-10-17,Search,390,4445,13,5.94%,3.99%,934,72,0xF29915778F1FE0804F5425C0DBC5B5A3DEA7DEDD,379,772,1,Education
378,2023-10-18,Search,969,9710,10,6.13%,6.08%,841,302,0x835DB3335F8D49CFE0D1443E64F61F2C1C23E9CC,732,336,1,Health
379,2023-10-19,Social,645,7114,7,8.52%,3.16%,170,96,0xD9B14F13CFF1167265A41549D41B5F7269602E1E,37,663,1,Education
380,2023-10-20,Social,685,7871,25,4.83%,4.73%,765,79,0xF9A92DBBBE334C22C47412CF4B1C7252F39240E1,339,940,1,Environment
381,2023-10-21,Search,525,7034,30,6.89%,3.57%,568,301,0xCE39EEE6805AD1CD9FD406BBB400DFC2FC4656D8,730,716,1,Education
382,2023-10-22,Display,425,4780,16,3.20%,2.63%,126,262,0x887AA05BB08DA790D7519A447A00030F08DFF653,94,391,1,Food
383,2023-10-23,Social,609,9854,45,4.17%,2.43%,206,80,0x936322695968DB01C36E780D7502F05285FF09F5,835,738,1,Food
384,2023-10-24,Search,675,4254,34,5.71%,3.03%,366,136,0x179E921BE9BDA2878914519C2C38DBA4F6C17D11,738,79,1,Health
385,2023-10-25,Display,470,8587,35,6.14%,9.40%,137,350,0x8EB656B0B5E03653734A76C6F369A41541EA6186,140,949,0,Sports
386,2023-10-26,Search,249,9153,46,1.76%,7.50%,224,413,0xB2662412A8CEC3989D249554C3F724AD40E92434,774,698,0,Education
387,2023-10-27,Search,243,6052,23,2.93%,7.96%,481,303,0x9B33483387A176C158FBED0EA06D28230F97B32C,954,63,0,Environment
388,2023-10-28,Search,334,6718,20,8.60%,3.95%,601,385,0x71BF8DC4A800967AA9E4CFB7D93882FCB292DB4D,752,745,0,Education
389,2023-10-29,Social,929,8255,39,4.94%,7.54%,536,453,0x3DCF02528637BCC9DE2CB11BA7AE8BBB9C8C758E,917,397,0,Environment
390,2023-10-30,Display,871,8256,23,5.73%,2.24%,859,235,0x869C2FE1EF4A6A6B8111D8A2D4C942BA68B84656,976,436,0,Shelter
391,2023-10-1,Display,178,8509,28,9.15%,1.41%,274,213,0xC4ECFF5B5534C756CA16063C63BD35D8B43A917F,524,667,1,Food
392,2023-10-2,Social,125,8088,41,3.10%,7.68%,165,479,0x6C9F3E78FD1067D074A34ADCDFCB29794CCBEEA1,987,236,0,Food
393,2023-10-3,Social,687,6038,47,8.16%,7.19%,155,407,0xE174251C1A18EE1D76EE2BD6BD57983524B86614,188,278,1,Health
394,2023-10-4,Social,858,3449,40,9.76%,3.01%,458,196,0x057C7911B5C41D29ABC0B27524A8DC8A2D9D93C8,971,222,1,Food
395,2023-10-5,Display,843,2693,5,4.48%,7.39%,132,308,0x3052529B8DD5D39241E06225BFA4E08FF9BBDF28,98,428,1,Education
396,2023-10-6,Display,909,7731,17,1.98%,2.20%,789,359,0x2C7BCCF162E3B1BE3811A91B756AE98A99F9E1E0,87,155,1,Social Service
397,2023-10-7,Search,201,2435,48,2.01%,2.31%,144,279,0xC3A25A6230D0950A0F4042FAE8D82FA428F070E2,496,967,1,Education
398,2023-10-8,Social,883,9085,6,1.89%,8.67%,144,269,0x144081972AB4BFE28D6DE6E2D93BE93D1332BAAA,195,723,0,Education
399,2023-10-9,Social,425,7399,20,5.47%,8.74%,527,173,0x9B06991FCEEAE53B2D5B41332F67AC9994742633,964,611,1,Social Service
400,2023-10-10,Search,450,4990,18,9.51%,4.62%,555,195,0xE757B4471D31D05B9028714C05FBDD8E3F0F1739,599,894,1,Food
401,2023-10-11,Social,508,8909,27,9.78%,1.01%,547,79,0x7F751C660E884C00246A77E66CC9E2CAD2EAEA57,485,151,1,Education
402,2023-10-12,Display,337,7766,33,2.33%,7.04%,698,367,0xACBA2CE952C368776AE1E2636BFEDFC7B21D5EDB,592,488,1,Social Service
403,2023-10-13,Social,501,3394,16,2.13%,3.20%,401,151,0x28BD8B68B7E0413582C4BA2A1D01EA013DBE326D,88,954,1,Shelter
404,2023-10-14,Search,442,4001,23,3.67%,5.26%,529,396,0xF982A82E7D8CFB71B8E719B3AE91CE121162E476,730,525,0,Environment
405,2023-10-15,Social,629,4794,27,3.99%,2.52%,468,369,0x2BAAE3BA8617EA673EDE97C65A6438EE3DFD6CFC,441,127,0,Social Service
406,2023-10-16,Search,693,5860,38,4.81%,7.88%,291,314,0x8B8E86A407D8779E18D529F150766CB1FE0EFEB7,119,38,1,Environment
407,2023-10-17,Display,496,9249,5,4.83%,5.63%,571,347,0x9C2BBF1A97998F63D473C9577066187B1F9F5451,854,784,1,Health
408,2023-10-18,Display,399,3493,11,9.06%,6.92%,635,144,0x09958BC049140BCFA4146F1C10D3AD9A9D8CEE4C,449,450,0,Education
409,2023-10-19,Search,516,7326,22,6.21%,8.78%,561,447,0x87A386B4D2D436ABDAAB58FDC6BA84DB8D355129,14,334,1,Environment
410,2023-10-20,Display,902,6509,29,8.69%,3.80%,823,270,0xAA289E51F42F7279CC0790944E637F7432431889,520,374,0,Shelter
411,2023-10-21,Display,201,7478,28,5.65%,9.92%,847,127,0xDDBC290C6B6F9CF5CB50215D5922BBC02039F724,554,888,0,Shelter
412,2023-10-22,Display,563,2899,29,1.41%,1.12%,790,442,0x9363328AC93E3FEE1FB0A9677500EF7F76A3D50D,311,408,0,Food
413,2023-10-23,Display,163,2744,37,8.88%,3.70%,605,269,0x944E0F83AD11408E73ED544A9BE0FE666132FD62,169,989,1,Shelter
414,2023-10-24,Search,343,4467,29,8.01%,8.53%,272,166,0x0F994949F4D7FAC764196735A5EAD6E442FDEACE,325,985,0,Environment
415,2023-10-25,Social,195,9552,38,3.70%,5.18%,557,444,0xD5C3F10BE78A3CB655D75C9A7F662F0A39C4A663,329,560,1,Shelter
416,2023-10-26,Social,812,3196,20,8.60%,8.36%,307,233,0x1DB448397191B1B7312B219ABB631DFF97EBAADA,943,671,0,Education
417,2023-10-27,Display,257,9631,18,1.54%,1.98%,790,130,0x0BE90C317761ED6AC017ECD0F3450A723425C038,751,995,1,Education
418,2023-10-28,Social,246,3133,41,4.00%,6.02%,207,162,0x91087D8CF21D670C999CAE15A5FF38877406BCF5,76,150,0,Education
419,2023-10-29,Display,266,9556,8,9.51%,6.85%,272,64,0xB4914712AEA3D920AEB061419EFAA0E530BCBEF1,897,977,1,Environment
420,2023-10-30,Social,630,5454,48,8.73%,7.09%,868,313,0xF9558CB3A4EF47889B9A7A3BE9D4A315B1C2E86A,435,719,0,Food
421,2023-10-1,Display,536,2177,25,8.60%,1.76%,129,413,0xFF87773220BA7DB0498F2F59AD8B1C0BFD8F73FB,815,357,1,Environment
422,2023-10-2,Display,785,4614,45,2.21%,3.10%,586,396,0xA3B619D4CA8868B8F423B77A2AD474DCC9989AE1,775,49,0,Food
423,2023-10-3,Search,912,6071,19,5.19%,9.59%,626,119,0x18603E8DF2626CF0FFACCD482179AA0B02109385,306,296,1,Sports
424,2023-10-4,Search,343,9181,17,4.72%,1.62%,495,192,0xAFF580BF13830C9582F6A72EF60C59A7686E012A,705,749,1,Food
425,2023-10-5,Display,645,7751,8,4.22%,8.64%,431,84,0x615912D12E9C1146CF4AF42D6AFBC5C6A37CFE87,81,276,1,Social Service
426,2023-10-6,Social,830,7531,24,9.38%,3.03%,266,470,0x199F34AB12CDA337A88BB6A2262B7C91EBA67DA9,931,569,0,Shelter
427,2023-10-7,Search,168,7245,9,8.53%,3.20%,778,455,0x7BEED4BBFC35B542A001CDAD78BA1026E295630E,130,700,0,Environment
428,2023-10-8,Search,571,2077,46,2.86%,7.79%,163,202,0x273FEAAB29C89D48462932EC4F2188F472794D53,705,26,0,Health
429,2023-10-9,Search,793,2075,13,1.40%,2.23%,805,80,0xCA0E836C01922F797E4E1BAB7D8CA857AE200214,61,247,0,Shelter
430,2023-10-10,Display,312,5463,5,1.82%,7.75%,420,485,0xF3930C7BCA0779C183A5AA597DCAE3FC9AEA8F36,511,449,1,Food
431,2023-10-11,Search,926,7066,8,4.84%,4.99%,178,193,0xDA1E54651F05300F2E5F14545B15B28A0DC4A8AA,997,506,1,Food
432,2023-10-12,Social,812,3291,36,4.58%,4.89%,275,386,0x9AB9DE302BFEEA2639CC79B622DD628F32BA3D3C,263,73,0,Shelter
433,2023-10-13,Search,112,5665,46,1.73%,5.03%,139,436,0xAECA71FFF279F07F5DFEF96FF9235B97154B7C6B,120,110,1,Social Service
434,2023-10-14,Search,612,6123,5,8.47%,2.76%,922,95,0xADE8C785075CC93CE92557CA89554B9F734E53AB,271,72,0,Social Service
435,2023-10-15,Social,600,2788,18,8.63%,9.83%,218,94,0x6D6B5BE45A21F367025344878EE138BAB42246EF,322,734,0,Food
436,2023-10-16,Display,203,7927,17,9.35%,9.92%,708,323,0xB1E67733A1A8AD1CDCDCC02B89B5504648EBC032,514,782,1,Food
437,2023-10-17,Search,599,6586,48,6.28%,3.26%,187,167,0xA341242EE5367C106CE5BAE2736484981117BE42,365,191,0,Environment
438,2023-10-18,Search,754,6640,5,8.39%,8.22%,951,363,0x70FC2BCF51E479E178515D15C78D1EA621A7D840,520,87,1,Food
439,2023-10-19,Search,595,6739,38,8.40%,2.24%,955,405,0x4C3DAE120D2AE188D88E24B0FFF978E7B51B6F77,830,440,1,Shelter
440,2023-10-20,Social,343,4318,38,8.80%,9.51%,287,221,0x47C02B81AE74F6ECF743605680623EDF55DCA3EA,821,425,1,Health
441,2023-10-21,Display,627,6213,17,6.95%,7.45%,717,489,0x35372174F3362A22E25791CD610F26DEA7B6FEAC,177,481,1,Social Service
442,2023-10-22,Social,427,8265,20,5.90%,6.35%,970,310,0xEC524C4C6B0D50E1EDF3DCF93B12BE5D2D51A60F,880,27,1,Sports
443,2023-10-23,Search,126,6851,50,7.71%,6.27%,995,433,0x328A17336054A674EAE2244D62ADBADE3771437E,192,97,1,Education
444,2023-10-24,Search,960,3670,26,7.09%,7.59%,728,301,0x87BF910F187EA7AA2FA77CD70218A388F9706904,178,669,0,Food
445,2023-10-25,Social,991,8840,10,9.72%,1.60%,120,138,0x4EEE45DAB262ED6F3D71D1A3C2E60BA8A94CDD97,655,569,0,Food
446,2023-10-26,Social,1000,4132,7,6.31%,9.28%,449,154,0x31DD659A85FFFE372175E87974EB0B4CBF2D3E1A,410,117,1,Sports
447,2023-10-27,Display,585,7491,42,9.07%,2.33%,402,435,0xFA8F0F10C44BE703E2358E08B7238881F64B39BD,81,787,0,Health
448,2023-10-28,Display,573,6912,25,2.03%,3.34%,982,95,0x04D1071D3FE7393F012DB063E99DF1FE28A8DFD0,323,676,0,Food
449,2023-10-29,Display,356,2762,16,5.56%,1.55%,175,69,0x02C5A002F60FB8F0B252C83974A9920BEA8BF250,590,226,1,Health
450,2023-10-30,Display,720,7332,11,8.89%,7.63%,542,436,0xBE50B452AA208A2FF40C9A62DF53EFAA89752448,522,793,0,Sports
451,2023-10-1,Display,498,6799,21,5.18%,8.07%,924,392,0xBF4240ABAF7C3EF6CA01D614354F993D837A17CB,204,818,0,Health
452,2023-10-2,Display,465,6957,15,7.04%,1.75%,913,98,0x93F157C029F71425A7657A80C8F44C8D0C6400A7,225,989,1,Environment
453,2023-10-3,Display,337,4821,18,1.87%,9.69%,629,343,0x6E335A4750BE3F012A1D3171FD141530F9E07862,170,427,0,Sports
454,2023-10-4,Search,773,3780,29,2.26%,4.80%,742,176,0x9248B4517B1938285ED9649B4224C08F56CD2341,569,98,0,Environment
455,2023-10-5,Social,612,5476,32,2.53%,6.47%,926,371,0xFFB16ABFABEBFD320B28D68A8587625D2668F7CD,190,945,0,Social Service
456,2023-10-6,Display,167,2807,30,8.56%,9.45%,776,149,0x540597C307FB5E85E8378ACF86F6EAD29F9C6278,395,978,0,Shelter
457,2023-10-7,Social,719,6064,44,1.45%,1.40%,636,256,0x9179AC0D22EF7E6B905B767B5CF0F18195460CF7,196,575,1,Health
458,2023-10-8,Display,330,2270,18,9.28%,3.05%,621,326,0x31B54CA7B9B5462E0CFD28B7CB64243B54B91BCB,393,540,1,Food
459,2023-10-9,Social,718,3974,44,3.81%,7.54%,974,170,0x691847A1E0AF66B44991E3E49EC59DAB1EBF7D74,843,592,1,Education
460,2023-10-10,Display,451,6820,9,8.64%,9.70%,998,429,0x12F6C0095CA1F0083496CEDE20C09EA0DE678929,292,505,0,Health
461,2023-10-11,Social,222,5265,5,6.36%,2.79%,741,182,0x23F4114ECC04E08C84E9D0F27C44FAB3FCED7678,629,625,0,Health
462,2023-10-12,Display,808,5612,50,1.38%,8.47%,887,338,0x7D243D94A56711551B66D3A2C4BF01DCA0B3B8F7,813,241,1,Sports
463,2023-10-13,Search,180,7499,7,2.86%,8.84%,923,396,0x5CF4CDED06B31C7E8AF78CE4A56CF45FE8DA9B29,296,869,0,Environment
464,2023-10-14,Display,595,2755,13,8.56%,2.56%,604,462,0x2E3D62AFF4FC1575594EA832A2268D1E83DB01F4,570,569,0,Health
465,2023-10-15,Display,138,3315,49,7.08%,5.06%,607,130,0xF943E49703B2935ACC2F273238A3550EF463FF83,515,332,0,Environment
466,2023-10-16,Display,743,5502,37,9.38%,1.52%,406,140,0x9D9B30DF888D7C0D38CCE80FCE806DE5DF870AB1,831,178,1,Environment
467,2023-10-17,Display,801,7486,48,7.79%,9.79%,880,139,0x3AD37AED27042367B1D91F6E931783C0EAFD16A2,12,553,1,Environment
468,2023-10-18,Social,907,4793,46,6.86%,3.10%,669,133,0x43328789C48A69F486E56E507F24E6D9AD0B6E21,135,910,0,Sports
469,2023-10-19,Social,376,7398,38,4.63%,1.55%,311,418,0x763FEC738CE36F5E7066F36ED7850851103CEC65,304,53,1,Food
470,2023-10-20,Display,552,8140,10,4.78%,1.10%,789,56,0xCD47C6573056ECF7C81065312DAFE635960ED748,812,249,0,Health
471,2023-10-21,Search,638,6102,38,5.87%,8.07%,755,359,0x9281680F694358CCFEE25FF0B95BA5BE59A60266,164,55,1,Shelter
472,2023-10-22,Search,649,4104,36,9.51%,8.48%,253,489,0x746D22D5648751CAEC7A7D7414585E959496BD70,921,845,0,Environment
473,2023-10-23,Social,131,6391,31,8.74%,9.41%,403,127,0x820DAA04158A6F2F9015E7B16E367F5ED0B7F089,179,655,0,Education
474,2023-10-24,Search,719,7625,43,7.20%,2.79%,483,121,0xBC09F5217C3C656503CEBFA0E936D4F6FAD3FD5D,350,976,0,Environment
475,2023-10-25,Social,973,4345,5,7.07%,5.86%,174,420,0xAA3F46DF41E271A237CDB1478A8DF4E81ED41863,304,549,1,Social Service
476,2023-10-26,Display,973,9607,39,9.83%,4.85%,261,340,0xDF09F87F96E005CF3102FBA7D47C539641C86D46,755,453,1,Shelter
477,2023-10-27,Search,164,3268,31,8.43%,1.39%,599,419,0xB1FEEB62C3355B189F79C8ACAEC92061CBE24B53,1,200,1,Shelter
478,2023-10-28,Social,952,8019,37,6.16%,6.23%,363,496,0xBD17D4A4EA63D50C712384C41E00AE2915BB8622,32,588,0,Food
479,2023-10-29,Display,575,3666,31,4.41%,4.22%,134,126,0x098CE1CA006C1BEEC1A10DA3772B56A3010F7ED7,294,381,1,Environment
480,2023-10-30,Social,781,2288,40,3.09%,7.32%,618,58,0x87109986D7F106716A928EFB06805541F940E551,458,705,0,Social Service
481,2023-10-1,Social,591,8980,40,5.79%,4.33%,115,234,0x1D169F0EEA0B9AD409D80DD25BAA0FCE4BA59D09,899,912,1,Social Service
482,2023-10-2,Social,663,6922,42,4.29%,9.07%,138,119,0x5382D454C12BC2AAE84971E54374758F371F381F,702,541,1,Environment
483,2023-10-3,Search,963,7587,46,4.95%,9.63%,606,51,0xDD21C56A5BDF90292CF99D0175A1350FE9996CEE,572,716,1,Shelter
484,2023-10-4,Search,888,4547,19,4.70%,8.72%,766,325,0x00E631DA7DDA840DE0D028245C95EFDD42C2574B,465,363,1,Environment
485,2023-10-5,Display,278,3243,22,9.05%,5.70%,620,116,0x83B6EB86B5C45042C1FB34C4F70D42AD2593B181,466,946,1,Environment
486,2023-10-6,Display,782,3640,47,8.77%,3.75%,455,381,0x3952A520FCF54708879C2BFA99B50411D9F403F7,715,306,0,Sports
487,2023-10-7,Social,912,7106,12,9.27%,2.26%,362,472,0x4A7F3A2CDC45AD88AACCEEDA132834F70DDF7B68,301,677,0,Food
488,2023-10-8,Social,832,3718,5,3.74%,7.44%,801,438,0xBB210868ED30660916C434647FF1E0484EB891D6,30,439,1,Environment
489,2023-10-9,Social,184,5949,48,9.12%,5.72%,341,189,0x5658CD7038F7E3184364015A66C3D88A3E01F831,333,17,0,Health
490,2023-10-10,Social,917,2994,27,8.99%,8.19%,286,215,0x62804666AF8C3FCC4545A9E1627852243A3BABE7,777,417,0,Environment
491,2023-10-11,Social,603,2902,27,4.96%,7.25%,298,394,0x88E499C9134E19360D33CAABA703873601B778EF,806,104,1,Health
492,2023-10-12,Display,461,3092,33,7.93%,4.53%,528,210,0xD882BD149A57DBE56BE78D625464B6DA3A3F2C85,255,218,0,Shelter
493,2023-10-13,Search,904,8013,32,7.91%,2.86%,171,266,0xA87768F554B9B179E2E3ADD806DDE1A3A528D6DA,947,977,0,Environment
494,2023-10-14,Search,751,7869,49,1.27%,2.75%,392,327,0xD8609D3934D8D8B9A43AA05EE85E6AE2775469C9,103,216,1,Food
495,2023-10-15,Search,108,4077,35,3.84%,4.72%,398,464,0xEE3D85EC65EFA6DF56BD028B1B14C0D4268804FF,309,505,1,Health
496,2023-10-16,Social,959,6725,28,1.91%,6.12%,284,80,0x507BDC82D5D34FD7D37536D2091D034854399719,853,739,0,Sports
497,2023-10-17,Search,192,8022,29,3.52%,7.57%,610,132,0x4B894F5682C07756CFAB170405B4614BB0D6BB41,966,649,0,Education
498,2023-10-18,Social,240,8029,43,7.21%,9.74%,349,261,0x3914C3B6565EAA27BF81E85AC6A155CFE8BEC999,10,160,0,Education
499,2023-10-19,Search,751,6288,48,4.12%,6.77%,156,418,0x16A01CC19043724D158D020E91EE71E787A86D5F,934,73,0,Health
500,2023-10-20,Social,724,5773,28,7.39%,9.89%,421,245,0x28C0216CD4930FFCBF918B36D981B11E6C5EF63A,316,396,1,Food
501,2023-10-21,Search,928,8249,44,5.69%,3.38%,201,298,0x3BF73FC677B1A67CA82A6362486A5B8FBAC98697,211,396,0,Education
502,2023-10-22,Search,548,6928,17,9.20%,9.52%,114,370,0x41406F7BC85F6FC0DDC3D88F785F0A59DE1D9CEE,223,574,0,Food
503,2023-10-23,Display,104,9146,48,7.23%,6.65%,376,103,0x66911ECA78D8124F604AF0AB33ED58E551D34689,395,383,1,Food
504,2023-10-24,Display,428,2638,22,9.91%,6.02%,346,375,0x3198973EE7246D840A25D48E0C8A2BF885C81C12,853,268,1,Health
505,2023-10-25,Social,730,5652,50,1.15%,8.39%,213,451,0x08B01D9E325FFD0FB58C38F76FF17035660B3217,352,728,0,Shelter
506,2023-10-26,Display,692,8164,25,3.84%,8.57%,692,443,0x1F21A871ADDAFA60A355AC7D706854A48C65A1EB,487,594,1,Education
507,2023-10-27,Display,219,7604,22,9.08%,7.89%,356,462,0x1F9B6695977AF1A1E67FE723603C44A012A006F9,835,89,1,Shelter
508,2023-10-28,Search,841,5052,10,9.08%,1.18%,726,91,0x481D13336EB24B16FF98F8C1A0C91FA86A53518F,966,423,1,Environment
509,2023-10-29,Search,767,6602,46,4.36%,3.20%,458,52,0xFDE289D3663B59C439DBB9E8708FEA349108D905,837,554,1,Social Service
510,2023-10-30,Social,288,5792,16,3.05%,4.99%,554,491,0x2C4E219A4EC96D6717F18F07486B8D4F36A6DF22,805,247,1,Sports
511,2023-10-1,Display,324,4103,49,6.41%,8.78%,984,360,0x946FC50AAEA8E8F444D2551AD6737C474E026E12,649,271,0,Food
512,2023-10-2,Social,340,4805,25,4.28%,9.72%,551,94,0x14E00E896C70080CF5ACC22B46B951FD7C7785C6,684,69,1,Environment
513,2023-10-3,Search,731,4241,20,3.06%,2.21%,926,359,0x3C59041240C8F4EF6153483C7C7069420574F131,170,287,0,Social Service
514,2023-10-4,Display,790,7008,48,1.04%,9.29%,759,177,0x7885679C203F16C31E0D626B135EB4D206EC3E58,594,202,1,Shelter
515,2023-10-5,Social,269,2890,23,3.17%,9.98%,821,367,0xDBB3AC027D612C6BB95AD0518E11606577221382,229,952,1,Health
516,2023-10-6,Display,817,4835,40,7.18%,2.82%,925,310,0x195810B7B99DE33112DAC1986672EAAF15574322,257,279,0,Sports
517,2023-10-7,Display,765,9628,29,7.27%,5.00%,835,290,0xB8FBA51AE60F8303AC3D9A9FDED3D7FFA41ADA43,160,94,0,Environment
518,2023-10-8,Search,662,3183,48,2.43%,8.36%,364,235,0x8CD0B89AEF7B34CAE5CEB90D388BA9A2AB490C7A,282,457,0,Food
519,2023-10-9,Display,749,7618,29,1.10%,9.52%,646,441,0x4B3AE3AD0262A4F6F2AA6758105E99E1C23C0856,69,741,0,Social Service
520,2023-10-10,Social,508,4214,16,8.95%,1.40%,605,128,0x63FA6DFF9BBA2F3D04D9752CF27C2DE64ECCC869,406,594,1,Health
521,2023-10-11,Social,228,6043,46,5.55%,7.89%,500,112,0x86DCD81E8DF6B3D7E55934339A9741271579B5C9,34,603,1,Education
522,2023-10-12,Display,833,2236,18,7.85%,2.80%,800,477,0xA336F9C3C7A8E793AF41C5F8D3A11DDB06B416B3,286,80,1,Social Service
523,2023-10-13,Display,835,2373,44,7.98%,4.51%,898,326,0xE9D667BE60DD0553332602A71DFE1AF96B549009,614,57,1,Environment
524,2023-10-14,Social,158,3634,29,9.16%,4.83%,722,327,0xCC03AA5D5460512026E9531B0D3133ADBC554D05,394,440,0,Health
525,2023-10-15,Search,553,6624,41,4.63%,8.96%,851,257,0x17264A695B2C3CEAEF6CCF6D5F66F02BFDD5F6F1,977,936,1,Shelter
526,2023-10-16,Display,628,8893,33,8.63%,8.07%,675,475,0x041DD1D3166BB182D35C713C8F5048645D3EED60,726,132,0,Food
527,2023-10-17,Search,642,9173,27,4.18%,8.31%,507,451,0x1C13F792045DB0E1F1DB13603C3693E5BD77AA76,457,992,0,Shelter
528,2023-10-18,Display,908,7524,33,7.44%,2.23%,101,300,0x14548734AEE119BF182C513D0500707FF1575C73,162,454,0,Shelter
529,2023-10-19,Display,260,2224,7,3.23%,5.70%,128,112,0x57A2847C72F1755A28E0E1C18F1EFC9037604C58,534,494,0,Health
530,2023-10-20,Social,839,6861,24,6.29%,7.28%,193,239,0xAEA9DAFA7F7E5D308203981E77252472B0665D6B,0,249,0,Health
531,2023-10-21,Social,275,5752,45,9.63%,3.32%,897,459,0x9E32A10628CFE573916A3132291FAC7C13D45E30,148,293,0,Education
532,2023-10-22,Social,610,4773,37,9.11%,1.21%,679,199,0xEBB86869DFA4AFAA094AED14A56EF713E860B892,19,594,1,Shelter
533,2023-10-23,Social,782,2105,5,7.44%,2.21%,331,410,0x291C3A427D6BF56BDE3B07DB7E4BBDEFD02AFA70,245,213,1,Food
534,2023-10-24,Search,892,4666,18,5.51%,7.91%,528,293,0xB3A3B4F737857FDADA59714A01A0BB2CE0E43278,810,392,0,Education
535,2023-10-25,Social,827,3122,23,4.90%,8.83%,313,276,0x41A07F34BB382E18FE1730990A24C2B6998A01B4,498,712,1,Health
536,2023-10-26,Search,511,2771,50,8.17%,3.33%,428,110,0xEB06F86B2119D4E8E92D50EC8AF0323104453B56,164,113,0,Social Service
537,2023-10-27,Search,963,6704,16,9.56%,3.36%,612,373,0x276B4D368F43578185ACDEEAED2B18EA484F3EF7,712,356,1,Food
538,2023-10-28,Search,589,6526,38,4.80%,9.21%,907,341,0x2D03FA115484E6044C4FEF081A76448E627437A8,644,922,1,Education
539,2023-10-29,Search,152,2356,19,8.11%,4.67%,385,259,0x71324056996FA44B54FD2F8310AB38D3D70D5C8F,413,9,0,Health
540,2023-10-30,Social,691,5058,5,2.84%,7.58%,935,114,0xE3C093EEF02F85A893DA31ECC6D4EA252417946A,670,843,0,Social Service
541,2023-10-1,Search,147,3910,27,2.45%,4.34%,865,489,0xF81497DE8A9DE9C8BD04B2C3339B47F5A2B7941C,286,546,1,Social Service
542,2023-10-2,Social,678,5104,33,3.38%,6.56%,456,82,0xAE4CCAE650D351D0D5E2AA020A015ED2CC4764A4,626,105,0,Social Service
543,2023-10-3,Display,994,6692,37,6.73%,3.37%,230,190,0x408973469D99E1EE22849A7EED4A92600CB09877,676,117,1,Education
544,2023-10-4,Display,316,3912,32,5.21%,1.89%,498,199,0x695CC6A534655BE69918F8A49DE5F0D786A310AD,610,175,0,Food
545,2023-10-5,Search,185,5372,17,9.87%,2.50%,288,365,0xC2A50A4DB87A2A0FFEF3DC46EEDE8249ADB00FE1,796,72,1,Sports
546,2023-10-6,Social,379,8423,25,9.30%,9.32%,161,165,0x5FEDD9ABF132DBA16BD5F9AB88820A367E591A6E,833,340,0,Social Service
547,2023-10-7,Display,934,8505,6,9.70%,6.12%,782,70,0x34860A2CACB63D8B7E7EFCE8C8205D7B12A0CEF3,207,491,0,Environment
548,2023-10-8,Social,862,8508,17,4.50%,8.63%,577,427,0x94CC91056AD0F864E44C4B750FA0E51604049A46,420,389,0,Health
549,2023-10-9,Search,441,7276,30,4.49%,6.59%,672,447,0xF7B10F890989146A55C85E4C5FE7B95808335399,465,47,1,Education
550,2023-10-10,Display,211,7613,27,3.15%,7.80%,741,344,0xEC4962945651B2445245959A44B1B098D224A8DF,904,920,1,Shelter
551,2023-10-11,Social,651,7244,37,6.51%,9.47%,621,111,0xF9C0CE5CE27635A39BB78168C182AB9EEAB3DB9B,258,991,1,Shelter
552,2023-10-12,Search,715,4886,27,9.22%,7.03%,720,274,0xF0ABE485A81909C5018CB22CFA0AB97C2966E195,922,953,0,Social Service
553,2023-10-13,Display,172,4851,13,4.28%,7.85%,106,224,0x01DCEE4DA20E58587135DFA698B5CE1AB6F9BE76,438,805,0,Education
554,2023-10-14,Search,944,9073,32,3.29%,2.99%,395,423,0x3DA43C40EE6CEAD07214D422791AC4BCF12578A0,249,705,1,Shelter
555,2023-10-15,Social,781,7909,46,3.95%,1.66%,361,179,0xB61B3E63A8AC17F128FA968D0BC4E6048D2235D1,307,177,1,Health
556,2023-10-16,Search,838,8840,22,5.40%,6.54%,607,67,0x1B2A947BF76A707D45A34E7DEDE50D9C3183EB2F,561,466,0,Sports
557,2023-10-17,Display,740,9391,6,5.43%,5.43%,458,458,0x424A5CB648157C1456186EA58E2DC32BDC676C9D,178,192,1,Social Service
558,2023-10-18,Display,472,9739,29,7.03%,2.76%,446,139,0x59169C7E837578F965D8D5A80646B4AA42986E51,737,159,1,Education
559,2023-10-19,Social,784,7012,30,4.25%,5.67%,882,205,0x5B7A6EC507FC4B99C18D966E3A1493DDF3D723BC,244,326,0,Shelter
560,2023-10-20,Search,498,2417,26,9.55%,5.80%,845,122,0x961F97151050A89E630C21FA27324809A1A23B57,966,888,0,Education
561,2023-10-21,Social,164,5313,17,2.79%,5.12%,659,439,0x87ECC2FEFE32FBF1151E2AA56C53FAFF767FB16F,25,980,1,Food
562,2023-10-22,Social,428,7101,9,6.10%,1.55%,712,361,0xCDBDA0AF58685656AA857F472144F7D5084F1F8D,257,807,0,Education
563,2023-10-23,Display,656,6045,8,1.11%,8.72%,285,345,0xE3656F4F6599EB39C4950B1A9DFAE75CC74C1B4A,369,205,0,Health
564,2023-10-24,Social,246,3077,27,1.33%,5.15%,577,177,0xCA9736E94DAB734AD057F99E40FBA4EA6DE37762,267,74,0,Sports
565,2023-10-25,Display,434,7903,30,3.62%,6.02%,655,276,0x7E800A9B6EAF65EEABBC169AE61E9552CA0F40FB,529,90,1,Shelter
